Id,q1,q2,q3,d4,q5,q6,q7,q8,q9,q10,q11,q12,q13,c12b5a4e69860bc968b47223fd-change-ext-lng-btn
1120058886,5,5,5,5,5,5,5,5,5,5,SMS,Yes,No,
1130020496,5,5,5,5,5,5,4,5,3,3,Site,No,No,
1125919439,5,4,5,5,5,5,5,4,2,3,SMS,No,No,
1129697197,5,5,4,5,4,5,4,4,5,5,SMS,Yes,Yes,
1129594014,5,4,3,5,5,5,5,4,5,5,SMS,Yes,No,
1132623073,5,4,5,5,5,5,5,5,5,5,Site,Yes,Yes,
1130721226,5,4,5,5,4,4,2,5,5,5,SMS,No,Yes,
1124424613,5,5,5,5,5,5,5,5,5,5,SMS,Yes,No,
1131000877,4,5,5,5,5,5,5,5,5,5,SMS,No,Yes,
1131008318,4,3,5,5,4,4,4,4,4,4,Site,Yes,No,
1130410309,5,5,4,5,3,4,4,5,3,3,Site,Yes,No,
1130018177,4,5,5,5,3,4,4,4,5,4,Site,No,No,
1127746020,4,4,4,4,4,4,2,4,4,4,Site,Yes,Yes,
1130220666,5,5,5,5,5,5,5,5,5,5,Site,Yes,Yes,
1130679341,5,5,5,5,5,5,4,5,5,5,Site,Yes,Yes,
1124351600,4,3,3,5,5,4,5,3,3,4,SMS,Yes,Yes,
1132270206,3,4,5,4,4,4,4,4,4,4,SMS,No,No,
1127188355,4,4,4,5,4,3,5,4,5,5,Site,Yes,Yes,
1132614080,3,4,5,5,5,5,5,5,5,4,SMS,No,No,
1126604717,4,3,4,5,5,4,3,5,2,4,SMS,Yes,No,
1131126417,5,5,5,5,5,5,3,5,5,5,SMS,Yes,Yes,
1127593612,5,4,5,5,5,5,5,5,4,5,SMS,Yes,No,
1131192849,5,5,5,5,5,5,5,5,5,5,SMS,Yes,Yes,
1141359339,5,5,5,5,5,5,5,5,5,5,SMS,Yes,Yes,
1131203695,5,4,5,5,5,5,3,4,4,5,SMS,Yes,No,
1133570067,3,4,4,5,5,4,4,4,5,4,Site,Yes,Yes,
1133254332,5,4,5,5,5,5,5,5,5,5,Site,Yes,No,
1130249061,5,4,5,5,5,5,5,5,5,5,SMS,Yes,No,
1130286097,4,4,5,5,4,5,4,5,5,4,SMS,Yes,Yes,
1116177757,5,5,5,5,5,5,3,5,5,5,SMS,Yes,No,
1129766547,3,3,5,5,5,5,5,5,5,3,SMS,No,No,
1129190961,4,5,4,4,4,4,4,5,4,4,SMS,Yes,No,
1131100800,5,4,5,5,5,4,5,5,3,4,SMS,Yes,No,
1127475745,3,5,5,5,5,5,5,5,5,5,SMS,Yes,No,
1132672310,3,3,4,4,5,4,3,3,4,3,Site,Yes,Yes,
1130696196,4,4,4,4,4,4,3,4,4,4,SMS,Yes,Yes,
1132400738,3,5,4,4,4,4,4,4,4,4,Site,No,No,
1128732722,5,4,4,5,5,5,5,5,5,5,SMS,Yes,No,
1133493260,5,5,5,5,5,5,3,5,5,5,Site,No,No,
1130146721,4,4,4,4,4,4,4,4,4,4,SMS,Yes,No,
1133150530,4,5,5,5,5,5,5,5,4,5,SMS,Yes,Yes,
1190543262,5,5,5,5,5,5,4,5,5,5,SMS,Yes,Yes,
1132355569,5,4,5,5,4,4,5,5,4,3,SMS,Yes,Yes,
1130483462,5,4,4,5,4,4,3,5,4,4,Site,Yes,Yes,
1130321597,5,5,5,5,5,5,5,5,5,5,SMS,Yes,Yes,
1112520596,4,3,5,5,5,5,5,5,5,5,SMS,Yes,Yes,
1133818250,4,4,5,5,5,4,5,5,5,4,SMS,Yes,Yes,
1129763643,4,4,4,5,5,5,5,5,4,4,Site,No,No,
1132032382,3,5,5,5,5,5,5,5,3,5,Site,No,No,
1132669449,4,4,4,4,4,4,4,4,4,4,SMS,Yes,Yes,
1131797019,4,4,4,4,4,5,4,4,4,4,Site,No,No,
1132861590,4,5,5,5,5,5,5,4,5,5,SMS,No,No,
1131179580,5,5,5,5,5,5,5,5,5,4,SMS,Yes,Yes,
1131153619,5,4,5,5,5,4,5,5,5,4,SMS,Yes,No,
1129050298,5,5,5,5,5,5,4,5,5,5,Site,Yes,Yes,
1132118116,4,4,4,4,5,3,3,5,4,4,SMS,Yes,No,
1129397392,4,4,5,5,5,4,4,4,4,3,Site,Yes,No,
1132573807,5,5,5,5,5,5,5,5,5,5,SMS,Yes,No,
1132782937,5,4,4,5,5,5,5,4,4,4,SMS,Yes,Yes,
1128735527,4,5,4,5,4,4,5,5,4,4,Site,Yes,No,
1130237587,5,5,5,5,5,5,5,5,5,5,SMS,Yes,Yes,
1124120765,5,5,5,5,5,5,3,5,5,5,SMS,Yes,No,
1128926324,5,5,5,5,5,4,5,5,5,5,SMS,Yes,Yes,
1131048660,5,4,5,5,5,5,4,4,5,4,SMS,Yes,No,
1131501874,4,4,5,5,4,4,4,5,4,4,SMS,Yes,No,
1133404648,4,5,4,5,5,5,5,5,5,5,SMS,Yes,Yes,
1131087437,5,5,5,5,5,5,5,5,5,5,SMS,Yes,Yes,
1131353839,4,3,3,4,3,3,4,4,3,3,SMS,Yes,No,
1131272955,3,4,3,4,4,3,4,4,3,3,SMS,Yes,No,
1129593974,5,5,5,5,5,5,5,5,5,5,SMS,Yes,Yes,
1131347070,5,5,4,5,5,5,4,5,3,5,Site,Yes,No,
1131114579,3,4,5,5,5,3,5,5,5,3,SMS,Yes,No,
1130582313,5,5,5,5,5,5,4,5,5,5,Site,Yes,Yes,
1125284560,4,4,4,5,5,5,3,4,5,5,Site,Yes,Yes,
1125756195,5,5,5,5,5,5,5,5,5,5,Site,No,No,
1132416387,5,5,5,5,5,5,4,5,5,5,Site,No,No,
1130556861,5,5,5,5,5,5,5,5,4,5,SMS,Yes,Yes,
1129756209,5,5,5,4,5,5,4,5,5,5,SMS,Yes,Yes,
1129753255,5,5,5,5,5,5,5,5,5,5,SMS,Yes,Yes,
1129528731,5,5,5,5,5,5,5,2,5,5,SMS,Yes,No,
1131027441,4,4,5,5,5,5,5,5,5,5,SMS,Yes,No,
1132140508,5,5,4,4,3,5,4,5,5,5,Site,Yes,Yes,
1132793892,3,4,4,5,5,4,5,5,3,4,SMS,Yes,No,
1128593876,5,5,5,5,5,5,5,5,5,5,Site,No,No,
1131620054,5,5,5,4,4,4,3,5,4,5,SMS,Yes,Yes,
1130150616,4,5,5,5,5,5,5,5,5,5,Site,Yes,No,
1131088120,4,5,5,4,4,4,5,5,4,4,SMS,Yes,Yes,
1131273607,5,5,5,5,5,5,4,5,5,5,Site,Yes,Yes,
1132729060,4,5,5,4,4,5,4,5,5,5,Site,No,No,
1130487018,5,3,5,5,5,5,5,5,5,5,Site,No,No,
1132294008,4,4,4,5,4,4,4,4,4,4,SMS,Yes,Yes,
1129384861,5,5,5,5,5,5,5,5,5,5,Site,Yes,No,
1130525585,4,4,1,4,4,4,4,4,4,4,SMS,Yes,Yes,
1130641861,4,4,4,4,4,4,5,5,4,4,Site,Yes,No,
1130503707,4,5,4,5,4,4,5,4,4,4,SMS,Yes,Yes,
1125813137,5,5,3,5,5,5,5,5,3,3,SMS,Yes,No,
1130892258,5,5,5,5,5,5,5,5,3,5,Site,Yes,Yes,
1122405978,4,5,4,5,5,5,5,5,4,4,SMS,Yes,Yes,
1129220404,4,5,5,5,5,5,5,5,5,4,SMS,Yes,No,
1130511635,5,5,5,5,5,5,5,5,5,5,SMS,Yes,Yes,
1128256078,4,4,4,5,5,4,4,4,3,3,SMS,No,No,
1130641887,5,5,5,5,5,5,5,5,5,5,SMS,Yes,No,
1127593612,5,4,5,5,5,5,5,5,4,4,SMS,Yes,No,
1122475427,5,5,5,5,5,5,5,5,5,5,SMS,Yes,Yes,
1132881192,4,4,5,5,5,5,5,5,5,5,SMS,No,No,
1131606400,4,4,4,4,4,4,4,4,4,4,SMS,Yes,No,
1129283741,4,4,4,5,5,5,5,5,4,4,SMS,Yes,No,
1129544571,4,5,5,5,5,4,4,5,5,5,SMS,Yes,No,
1128760210,5,5,5,5,5,5,5,5,5,5,SMS,Yes,Yes,
1130300906,5,5,5,5,5,5,5,5,5,5,Site,Yes,No,
1129752752,5,5,5,5,5,5,5,5,5,5,SMS,Yes,No,
1131272971,4,3,5,5,5,5,4,5,4,4,SMS,Yes,Yes,
1131034959,4,5,5,5,5,5,5,5,5,5,SMS,Yes,No,
1130294083,1,4,4,5,5,3,5,5,2,2,SMS,Yes,No,
1132909381,5,5,5,5,5,5,5,5,5,5,Site,Yes,No,
1130924671,4,4,5,5,5,5,5,5,5,5,SMS,Yes,No,
1129716278,4,4,4,4,4,3,4,4,4,4,Site,Yes,Yes,
1129386387,4,3,1,4,2,4,3,5,4,3,SMS,Yes,Yes,
1131465864,5,3,4,5,5,3,3,4,3,5,SMS,Yes,Yes,
1126646056,3,3,3,3,3,3,3,3,3,3,SMS,Yes,No,
1129938492,5,5,5,5,5,5,5,5,5,5,Site,Yes,No,
1132292192,5,5,5,5,5,5,5,5,5,5,SMS,Yes,Yes,
1130505520,4,4,3,5,5,4,4,4,5,5,SMS,Yes,No,
1155099508,5,5,5,5,5,5,5,5,5,5,SMS,Yes,Yes,
1132196120,5,5,4,5,5,5,2,4,5,3,Site,Yes,Yes,
1130730656,4,5,4,5,5,4,5,5,4,4,SMS,Yes,No,
1125328409,4,4,4,5,5,5,5,5,4,5,Site,Yes,No,
1141372191,4,5,5,5,5,5,5,4,4,4,Site,Yes,No,
1129636567,4,5,5,5,5,5,3,5,5,5,SMS,Yes,Yes,
1128861976,5,5,5,4,5,4,5,5,4,4,Site,Yes,No,
1119061107,5,3,4,5,5,4,4,4,3,3,SMS,No,No,
1130570011,5,5,5,5,5,5,5,5,5,5,SMS,Yes,No,
2214277481,5,3,4,4,4,3,3,4,3,4,Site,Yes,No,
1143694964,5,5,4,4,5,5,4,4,4,4,SMS,Yes,No,
1094246491,5,4,5,5,5,5,5,5,4,4,SMS,Yes,Yes,
1132819432,5,5,4,4,4,4,4,4,4,4,SMS,Yes,Yes,
1128184692,2,2,5,5,5,3,5,5,2,4,SMS,Yes,No,
1129468078,5,5,5,5,5,5,4,5,5,4,SMS,Yes,Yes,
1126029238,4,3,5,5,5,5,4,4,3,3,SMS,Yes,No,
1123849125,4,4,5,5,5,4,3,4,4,4,SMS,Yes,No,
1127136024,4,4,4,4,4,4,4,4,4,4,SMS,Yes,No,
1132679463,4,4,4,4,4,4,4,4,4,4,SMS,No,No,
1130947078,5,4,5,5,5,5,4,5,5,5,SMS,No,No,
1130321613,5,5,5,5,5,5,5,5,5,5,SMS,Yes,No,
1132605393,5,5,5,5,5,5,5,5,5,5,Site,Yes,Yes,
1132171321,4,4,4,5,4,4,5,5,5,4,Site,Yes,Yes,
1133653848,4,3,3,3,3,3,4,4,4,4,SMS,No,Yes,
1127579769,4,5,5,5,5,5,5,5,5,5,SMS,Yes,No,
1129344063,5,5,5,5,5,5,4,5,5,5,SMS,Yes,Yes,
1131001677,3,5,5,5,5,5,5,5,5,4,SMS,No,No,
1114339847,5,4,5,5,5,5,5,5,5,5,SMS,No,No,
1127160388,4,4,4,4,4,4,4,4,4,4,SMS,Yes,No,
1130727041,5,3,4,5,5,5,2,5,4,4,Site,No,No,
1128597810,5,5,5,5,5,5,3,5,5,5,SMS,Yes,Yes,
1125901262,5,5,5,5,5,5,5,5,5,5,SMS,Yes,Yes,
1124399195,4,4,4,5,5,4,4,5,4,4,SMS,Yes,No,
1129900575,4,4,5,5,4,4,4,5,4,4,SMS,Yes,Yes,
1132623107,5,5,5,5,5,5,3,5,5,5,SMS,Yes,Yes,
1129756209,5,5,5,4,5,5,5,5,5,5,SMS,Yes,Yes,
1129044176,5,5,5,5,5,5,5,5,5,5,SMS,Yes,Yes,
1130364811,5,5,5,5,5,5,5,5,5,5,Site,Yes,No,
1129133565,4,4,4,5,5,4,5,5,4,4,SMS,Yes,Yes,
1126074465,5,5,5,5,5,5,5,5,5,5,SMS,Yes,Yes,
1130114273,4,5,4,5,5,5,5,5,4,3,SMS,Yes,No,
1138153992,4,5,5,5,4,4,4,4,5,5,Site,Yes,Yes,
1131362277,3,3,3,3,3,3,3,3,2,3,SMS,No,No,
1125062198,4,5,5,5,5,4,5,5,5,4,SMS,Yes,Yes,
1131503185,4,3,5,5,5,5,4,5,5,5,Site,Yes,No,
1130321019,4,3,3,4,4,3,5,5,3,4,Site,Yes,No,
1130188186,3,4,3,5,3,3,5,5,5,4,SMS,Yes,No,
1131171405,5,5,5,5,5,5,5,5,5,5,SMS,Yes,Yes,
1132606748,2,4,4,4,4,4,4,4,4,4,SMS,No,No,
1129408520,5,5,5,5,5,5,5,5,5,5,Site,Yes,Yes,
1131919365,4,4,4,4,4,4,4,4,4,4,SMS,Yes,Yes,
1124827385,4,5,5,5,5,5,5,4,4,4,Site,No,No,
1128858956,5,4,5,5,4,4,2,5,5,4,SMS,Yes,Yes,
1130010026,5,5,5,5,5,5,4,5,5,5,Site,Yes,Yes,
1128953161,4,4,4,4,4,4,4,4,4,4,Site,Yes,No,
1127404125,5,5,5,5,5,5,5,5,5,5,SMS,Yes,No,
1128011564,5,5,5,4,5,5,4,5,5,5,SMS,No,No,
1131574723,4,5,4,2,5,4,2,5,5,5,SMS,Yes,Yes,
1130771486,3,4,4,4,4,3,4,4,4,3,SMS,No,No,
1132775451,5,4,4,5,5,5,4,5,5,5,Site,Yes,Yes,
1121275943,1,4,5,5,5,5,5,5,4,5,SMS,No,No,
1117129088,4,4,5,5,5,4,1,5,5,5,SMS,Yes,No,
1131691725,5,5,5,5,5,5,3,3,5,3,SMS,Yes,No,
1133030377,4,3,3,4,4,4,2,5,5,4,Site,Yes,No,
1127613196,4,4,4,5,5,5,5,5,5,5,SMS,Yes,No,
1109653020,4,4,5,4,5,4,4,4,4,4,Site,Yes,Yes,
1128773049,5,5,5,5,5,5,5,5,5,5,SMS,Yes,Yes,
1128566682,5,4,5,5,5,5,5,5,5,4,SMS,No,No,
1131003707,4,4,4,4,4,4,4,4,4,4,SMS,Yes,Yes,
1128519137,5,5,5,5,5,5,5,5,5,5,Site,Yes,Yes,
1129734388,5,4,4,4,5,5,5,5,5,5,SMS,Yes,Yes,
1127231544,3,3,4,5,4,3,5,5,4,3,Site,Yes,No,
1129344063,5,5,5,5,5,5,4,4,5,5,SMS,Yes,Yes,
1129570907,5,5,5,5,5,5,5,2,2,4,SMS,Yes,No,
1130604042,5,5,5,5,5,5,5,5,5,5,SMS,Yes,No,
1133614477,5,5,5,5,5,5,5,5,5,5,Site,Yes,No,
1131925735,5,5,4,5,5,5,4,5,5,5,Site,Yes,Yes,
1127833877,4,4,5,5,4,3,3,5,4,4,SMS,Yes,Yes,
1126176856,5,5,4,5,3,3,4,5,3,4,SMS,Yes,Yes,
1131868943,5,4,4,4,4,4,4,4,4,4,SMS,Yes,No,
1133028249,3,4,5,5,5,3,4,5,2,3,SMS,Yes,No,
1131184366,4,5,4,4,4,4,3,3,4,5,SMS,Yes,No,
1129481212,4,4,3,5,4,4,4,5,4,4,SMS,Yes,No,
1129170245,5,5,5,5,5,5,5,5,5,5,SMS,Yes,No,
1131793729,5,5,5,5,5,5,5,5,5,5,SMS,Yes,No,
1130641119,4,4,4,5,5,5,3,5,5,3,Site,Yes,Yes,
1130306069,4,3,4,5,5,5,3,4,2,2,SMS,Yes,No,
1130823295,5,4,4,5,5,4,5,5,5,5,SMS,Yes,No,
1132321645,5,5,5,5,5,5,5,5,5,5,SMS,Yes,No,
1129752828,4,5,5,5,5,4,3,5,5,5,Site,Yes,Yes,
1132702117,5,5,5,5,5,5,5,5,5,5,Site,Yes,No,
1131273524,4,4,4,4,4,4,3,4,3,4,Site,Yes,No,
1130372392,5,4,5,5,5,5,5,5,5,5,SMS,Yes,Yes,
1130213588,5,5,5,5,5,3,5,5,4,4,SMS,Yes,Yes,
1129628648,5,4,3,5,5,3,2,4,4,5,SMS,Yes,No,
1130738501,4,4,4,4,3,4,5,4,4,4,SMS,Yes,No,
1124436252,5,5,5,5,5,5,5,5,5,5,SMS,Yes,Yes,
1130888801,5,5,5,5,5,5,5,5,5,5,Site,Yes,Yes,
1127526596,5,5,5,5,5,5,5,5,5,5,SMS,Yes,Yes,
1126907847,5,5,5,5,5,5,5,5,5,5,Site,Yes,Yes,
1129462634,5,4,4,5,5,5,4,5,5,5,Site,Yes,No,
1120830250,5,5,4,5,5,4,5,5,4,5,SMS,Yes,Yes,
1104739451,5,5,5,5,5,5,5,5,5,5,Site,Yes,No,
1118086493,4,5,4,5,5,5,4,4,5,4,Site,Yes,No,
1128848148,4,4,4,5,5,5,5,5,4,4,SMS,Yes,No,
1132954270,4,2,4,5,5,5,5,5,5,4,SMS,No,No,
1131360495,4,4,5,4,4,4,4,4,4,3,SMS,Yes,Yes,
1132277086,4,4,4,4,4,4,4,5,4,3,SMS,No,No,
1130809245,4,4,5,4,4,4,5,5,4,4,Site,Yes,No,
1132083401,5,5,3,5,5,4,3,5,3,4,Site,Yes,No,
1129511968,4,4,5,5,5,5,4,5,4,5,Site,Yes,No,
1129719850,5,5,5,5,5,5,5,5,5,5,SMS,Yes,No,
1135016333,4,5,5,5,5,5,3,5,5,4,Site,Yes,Yes,
1129042592,3,4,5,5,5,3,5,3,4,3,SMS,No,No,
1132081751,5,5,5,5,5,5,5,5,5,5,SMS,No,No,
1120934342,5,5,5,5,5,5,5,5,5,5,SMS,Yes,Yes,
1130569195,5,3,5,5,5,5,5,5,4,4,Site,No,No,
1129853048,5,3,5,3,4,5,3,5,5,5,Site,Yes,Yes,
1133398469,4,5,5,5,3,3,5,5,5,5,SMS,No,No,
1129312110,4,4,5,4,4,4,4,5,4,4,SMS,Yes,Yes,
1131539312,5,5,5,5,5,5,3,5,5,5,Site,Yes,No,
1124732544,5,5,5,5,5,5,5,5,5,5,SMS,Yes,Yes,
1130676834,4,4,4,4,5,4,4,1,1,3,SMS,Yes,No,
1132789403,4,5,4,5,5,4,4,5,4,4,SMS,Yes,No,
1128566112,5,5,5,5,5,5,5,5,5,4,SMS,Yes,Yes,
1129937411,5,5,5,5,5,5,5,5,5,5,SMS,Yes,Yes,
1130623158,5,5,5,5,5,5,5,5,5,5,SMS,Yes,Yes,
1126586146,4,5,5,5,5,5,5,5,5,5,SMS,Yes,Yes,
1132871037,4,5,5,5,3,3,5,5,5,5,Site,Yes,No,
1132689058,4,5,5,4,4,4,3,5,3,4,SMS,No,No,
1123577098,4,3,5,4,5,4,3,4,4,5,SMS,Yes,Yes,
1131804336,5,5,5,5,5,5,5,5,5,5,SMS,Yes,Yes,
1128639414,3,3,5,4,4,4,3,4,4,4,SMS,Yes,Yes,
1131881318,5,5,5,5,5,5,4,5,5,5,SMS,Yes,No,
1125814572,4,4,4,4,4,4,4,4,5,4,Site,Yes,Yes,
1131301051,4,4,4,4,4,4,4,5,4,5,SMS,Yes,No,
1130452798,3,3,4,5,5,5,5,5,5,5,SMS,Yes,Yes,
1131277566,5,5,5,5,5,5,5,5,5,5,SMS,Yes,No,
1125717460,4,3,4,4,4,4,4,4,4,4,SMS,Yes,Yes,
1131419374,5,4,5,5,5,5,4,5,4,4,SMS,Yes,No,
1132157106,5,5,5,5,5,5,5,5,5,5,SMS,Yes,Yes,
1132514025,5,5,5,5,5,5,5,5,4,5,Site,Yes,No,
1130577008,3,5,5,5,5,5,5,5,5,5,Site,Yes,Yes,
1132177161,5,5,5,5,5,5,5,5,5,5,Site,Yes,No,
1124837939,4,5,5,5,5,5,4,5,5,5,SMS,Yes,No,
1129415277,4,3,5,5,5,5,5,5,4,2,SMS,No,No,
1131327742,4,4,3,4,4,4,4,4,4,4,SMS,Yes,Yes,
1130894759,5,5,5,5,5,5,5,5,5,5,SMS,Yes,Yes,
1130623620,5,5,5,5,5,5,3,5,5,5,SMS,Yes,Yes,
1133217990,4,4,4,4,4,4,4,4,4,4,SMS,Yes,Yes,
1132751817,5,5,5,5,5,5,5,5,5,5,SMS,Yes,No,
1128984687,5,4,5,5,5,5,3,4,3,5,SMS,Yes,No,
1130873977,5,5,5,5,5,5,5,5,5,5,SMS,No,No,
1130838541,4,4,4,4,4,4,4,4,4,4,SMS,Yes,Yes,
1130034059,5,5,5,5,5,5,5,5,5,5,SMS,Yes,Yes,
1129697072,4,4,4,4,4,4,4,4,4,4,Site,Yes,Yes,
1129443493,5,5,5,5,5,4,4,5,5,5,Site,Yes,Yes,
1126401452,5,5,5,5,5,5,5,5,5,5,SMS,Yes,Yes,
1129419089,5,5,5,5,5,5,5,5,5,5,SMS,Yes,No,
1129847958,4,4,4,4,4,4,4,4,4,4,Site,Yes,No,
1130321472,5,5,5,5,4,4,4,4,4,4,SMS,Yes,Yes,
1128110143,5,5,5,5,5,5,5,5,5,5,Site,No,No,
1127702981,5,5,4,5,5,3,2,4,5,5,SMS,Yes,Yes,
1131252346,5,5,5,5,5,5,3,5,5,5,Site,Yes,Yes,
1138894710,5,5,5,5,5,5,5,5,5,5,SMS,Yes,Yes,
1125133411,4,5,5,5,5,3,5,5,5,5,SMS,Yes,Yes,
1130141904,5,5,5,5,5,5,5,5,5,5,SMS,Yes,Yes,
1132906239,4,3,4,4,5,4,4,4,5,4,SMS,Yes,Yes,
1130881285,5,4,5,5,5,4,4,5,5,4,SMS,Yes,Yes,
1129757306,5,5,5,5,5,5,5,5,5,4,SMS,Yes,No,
1120345937,5,5,5,5,5,5,4,5,4,3,SMS,No,No,
1128038401,5,5,5,5,5,5,5,5,5,4,SMS,Yes,No,
1132631498,5,4,5,5,5,5,4,5,5,5,Site,Yes,Yes,
1131273060,3,3,4,4,4,3,3,4,4,4,SMS,Yes,No,
1131715953,5,5,5,5,5,5,5,5,5,5,SMS,Yes,Yes,
1128767934,3,4,4,4,4,4,2,4,3,3,Site,Yes,No,
1131338616,5,5,5,5,5,5,5,5,5,5,SMS,Yes,Yes,
1131296970,5,5,5,5,5,5,5,5,5,5,SMS,No,No,
1131036509,1,1,1,1,1,1,1,1,1,1,SMS,Yes,Yes,
1130320524,5,4,5,5,4,5,5,5,4,4,SMS,Yes,Yes,
1129824825,5,4,5,5,5,5,4,5,5,5,SMS,Yes,Yes,
1128687447,5,5,5,5,5,5,4,5,5,5,Site,Yes,No,
1131504878,4,5,5,4,4,4,4,4,4,4,SMS,Yes,Yes,
1132051754,5,4,4,4,5,4,4,5,5,4,SMS,Yes,No,
1129462394,4,4,5,5,5,5,4,5,5,3,SMS,Yes,No,
1127825634,5,5,5,5,5,5,5,5,5,5,Site,Yes,No,
1125135861,4,4,5,5,5,5,5,5,4,4,SMS,Yes,Yes,
1129703425,4,5,4,4,4,4,4,5,3,3,Site,No,No,
1128925987,5,5,5,5,5,5,5,5,5,5,Site,Yes,Yes,
1114695149,5,3,4,5,5,5,4,5,5,5,SMS,Yes,No,
1130121674,5,5,5,5,5,5,5,5,5,5,Site,Yes,Yes,
1130260605,5,5,4,5,4,3,5,4,5,4,Site,No,No,
1131039214,5,5,5,5,5,5,4,5,5,5,SMS,Yes,Yes,
1132574367,4,3,3,4,4,3,4,5,4,4,SMS,No,No,
1128706072,3,5,5,5,5,5,5,5,5,4,SMS,Yes,No,
1129524409,5,5,5,5,5,5,5,5,5,5,SMS,Yes,Yes,
1128551502,5,5,5,5,5,5,5,5,5,5,Site,No,No,
1123663039,4,4,5,4,5,4,5,5,4,4,Site,Yes,No,
1129963292,3,5,5,4,5,4,4,4,5,5,SMS,Yes,No,
1130911215,5,5,5,5,4,5,5,5,5,5,SMS,Yes,No,
1130767492,5,5,5,5,5,5,5,5,5,5,SMS,Yes,No,
1128912753,5,5,5,5,5,5,5,5,5,5,SMS,Yes,Yes,
1131717421,5,5,5,5,5,5,4,5,5,5,SMS,Yes,Yes,
1131474346,5,5,5,5,5,5,5,5,5,5,SMS,Yes,Yes,
1132224823,5,5,5,5,5,5,5,5,5,5,SMS,Yes,Yes,
1128905930,4,4,4,4,4,4,2,4,3,4,Site,Yes,No,
1131895672,5,5,5,5,5,5,5,5,5,5,SMS,No,No,
1131745448,5,4,5,5,5,4,2,5,5,4,SMS,Yes,No,
1129664361,5,5,4,5,5,4,5,5,5,4,Site,Yes,No,
1131403105,5,5,5,5,5,5,5,5,5,4,Site,No,No,
1127592986,5,5,5,5,5,5,3,5,5,5,Site,Yes,Yes,
1131473397,3,4,4,5,4,3,5,4,4,4,SMS,Yes,No,
1129948079,5,4,5,5,5,5,5,5,5,5,SMS,Yes,No,
1131188458,4,5,5,5,5,5,4,5,4,4,SMS,Yes,No,
1117774529,4,3,4,5,5,5,5,5,5,5,SMS,Yes,No,
1128266390,5,4,5,5,5,5,5,5,5,4,Site,Yes,Yes,
1129721054,5,5,5,5,5,5,5,5,5,5,Site,Yes,Yes,
1122154410,3,4,3,4,4,3,5,5,2,3,SMS,Yes,No,
1131684696,5,5,5,5,5,5,5,5,5,5,Site,Yes,Yes,
1123980789,4,4,5,5,4,4,4,5,5,4,SMS,Yes,No,
1130847617,5,4,5,5,5,5,3,5,5,4,SMS,Yes,No,
1131373019,5,5,5,5,5,5,5,5,5,5,Site,Yes,Yes,
1132100056,5,4,5,5,5,5,5,5,5,5,SMS,Yes,Yes,
1119985834,4,5,5,5,5,4,4,4,4,3,SMS,Yes,Yes,
1129129290,5,5,4,5,5,5,5,5,3,5,Site,Yes,No,
1129990360,5,5,5,5,5,5,5,5,5,5,SMS,Yes,No,
1130847393,5,5,5,5,5,4,4,5,5,5,SMS,Yes,Yes,
1131448399,4,4,4,4,5,4,4,4,4,4,SMS,No,No,
1091035715,4,4,4,4,4,4,4,4,4,4,SMS,Yes,Yes,
1127002903,4,4,4,4,4,4,4,4,4,4,Site,Yes,Yes,
2217629233,5,4,4,5,5,4,4,3,4,4,SMS,Yes,No,
1129860720,5,5,5,5,5,5,5,5,5,5,SMS,Yes,Yes,
1125705085,5,4,5,5,4,5,4,5,5,5,SMS,No,No,
1132257724,5,5,5,5,5,5,5,5,4,4,SMS,No,No,
1125735066,5,5,4,4,4,4,4,5,4,3,SMS,Yes,No,
1129464200,4,4,4,4,4,4,4,4,4,4,SMS,Yes,Yes,
1130527136,5,5,5,5,5,5,5,5,5,5,SMS,Yes,No,
1130624560,5,5,5,5,5,5,5,5,5,5,SMS,Yes,No,
1126433455,5,5,5,5,5,5,5,5,5,5,SMS,Yes,Yes,
1131427096,4,5,5,5,5,4,5,5,5,3,SMS,Yes,No,
1130129578,5,5,5,5,5,5,5,5,5,5,Site,Yes,Yes,
1130487562,4,4,4,5,3,4,4,4,2,1,SMS,Yes,No,
1131648915,5,5,5,5,5,5,2,5,3,4,SMS,Yes,No,
1129213177,5,5,5,5,5,5,5,5,5,5,Site,Yes,Yes,
1128765094,5,4,5,5,5,5,5,5,5,5,Site,Yes,Yes,
1129637797,5,5,5,5,5,5,5,5,5,5,SMS,Yes,Yes,
1132167345,4,5,5,5,5,5,5,5,5,5,SMS,No,No,
1133112571,4,5,5,5,5,4,5,5,3,4,SMS,No,No,
1128870837,5,5,5,5,5,5,5,5,5,5,SMS,Yes,Yes,
1127672739,4,4,4,4,4,4,4,4,4,4,SMS,Yes,Yes,
1129480669,4,3,5,5,5,5,5,5,5,3,SMS,Yes,Yes,
1130034059,5,5,5,5,5,5,5,5,5,5,SMS,No,No,
1133398386,4,4,5,5,5,5,5,5,5,5,SMS,No,No,
1128076450,4,3,3,5,5,4,2,3,4,3,SMS,Yes,No,
1124532621,5,5,5,5,5,5,5,5,5,3,SMS,Yes,Yes,
1131998807,5,5,5,5,5,5,5,2,5,5,SMS,Yes,Yes,
1131453571,5,5,5,5,5,5,4,5,5,4,Site,Yes,No,
1131270553,5,5,5,5,5,5,5,5,5,5,SMS,Yes,Yes,
1130896903,5,5,5,5,5,5,5,5,5,5,Site,Yes,Yes,
1128706734,5,4,4,5,4,4,3,5,4,5,Site,Yes,No,
